皐月	あ、お兄ちゃんです♪
大地	お疲れ様、皐月。それに輝夜と空も
主人公	病院の辺りに来てみると、空、輝夜、皐月グループと遭遇した。
輝夜	お疲れさまです、大地先輩。首尾はどうですか？
大地	うん、今のところはまだなんとも、って感じかなあ
輝夜	そうですか。でも今日の捜査は始めたばかりですし、私たちも頑張りますね
空	とりあえず、断定はできないけど、少しだけ話を聞けたわ
空	この辺りで、それらしい黒猫をたまに見かけるらしいのよ
大地	えっ、この辺りで？
皐月	はい。黒猫自体は珍しくないんですけれど、入院患者さんたちには、それでも充分癒しになるらしくて。覚えてくれてる人が多かったんです
輝夜	先ほどもいたらしくて、そのまま学園の方に歩いていったという話も
輝夜	もちろん、それが例の猫と同じかは確証が持てないんですけれど……
大地	いや、それでも有力な情報なのには違いないよ
輝夜	とりあえず、もう少し詳しく見た人がいないか、あとこの前みたいに約束を忘れた人がいないか捜してみます
大地	うん、僕もほかのところを当たってみる
主人公	学園、かあ。まあ、そっちにもいってるはずだし、何かあったら連絡があるはずだ。
主人公	僕もこのまま捜査を続けよう。
