明葉	いつものことだが、やっぱり病院なんていうのは来るもんじゃないな。どうにも暗い気持ちになる
明葉	いるかい、可愛こちゃん
主人公	ノックをする必要もない。明葉は、返答を待つこともなく、ドアを開けると病室へ入っていった。
主人公	そこには、青く長い髪の美少女が一人。なるほど、百聞は一見にしかず。話しに聞くより何倍も美少女だ。
主人公	そして、その子に寄り添う一人、いや、一匹の美少女。
主人公	明葉は、そんな二人の姿を見定めながら、ベッドのもとまで歩いていく。
蒼	えっと、どなた、ですか？
ソラ	……何しにきた……
ソラ	蒼に手は出させない
明葉	相変わらず、ご主人様に忠実だなあ、黒猫ちゃんは。ペットの鑑だな
蒼	ソラはペットじゃないですよ。友達です
明葉	友達、か。この黒猫ちゃんがどういう存在で、どういう危険ものかも知っている。それでもなお、友達と呼ぶんだな
蒼	だって、友達は友達ですから
明葉	なるほど。子馬ちゃんの言っていた通り、確かに変わり者だ
蒼	あのぉ、それであなたは……
明葉	牡羊座、と言ったら分かるかい、子ネズミちゃん
主人公	その一言で、蒼の表情がわずかに陰った。今回の事件における、何らかの罰を与えにきたとでも思ったのだろうか。
蒼	……十二星座の……
明葉	ああ、十二星座が一星、牡羊座の飛山明葉だ。なに、そう怯えなくていい。私は美少女には大層甘いで有名なんだ
主人公	近くにあったイスを適当に引きずり寄せ、勝手に座る。そして、二人を見ながら、明葉は尋ねた。
明葉	お嬢ちゃん達の今後については、もう聞いてるんだろう？
蒼	……はい、聞いてます
蒼	天球議会……星座の組織の監視下に入り、勝手な行動をしないこと。その代わり、ソラともども今の生活を認める……
明葉	ま、今の子ネズミちゃんじゃあ何かしたくてもできないってことを前提とした上での温情判決だな。少々甘すぎるとは思うが
明葉	ただし、それを破れば即座に敵対したものと見なし、海原蒼、ソラ、両名とも十二星座による厳重処分を下す……まあ、命の保証はしないってことだな
ソラ	……蒼は殺させない。だからソラも、鈴を受け入れた……
明葉	体内埋め込み式の発信器か。まあ、あんまり好きなものじゃあないが、仕方ない
ソラ	……ソラの確認をしにきたなら必要ない。これが、蒼のためになるなら、ソラは必ず守る
ソラ	そのために、すべての記憶も返した。今後二度と記憶の収集をしないという誓いも立てた。ソラの命を賭けて
明葉	言っただろう。私は美少女に大層甘いで有名なんだ
明葉	まあ、目的を果たす前にだ、一つ下らん昔話を聞いて貰おうか。あらゆるものを直す力を手に入れた一人の下らん女の物語だ
明葉	そいつにはな、一人の妹がいた。とても大事に可愛がっていた自慢の妹だ。素直でかわいく器量よし。誰もが認める看板娘
明葉	一方その姉は下らんワガママ娘。責任感はないわイタズラ好きで邪魔ばかりする嫌われ者
明葉	だが運命ってのは捻くれててな、嫌われ者の姉でなく、よりによって、その素直で可愛い妹に不治の病を下さった
明葉	誰もが泣いて神に祈った。だが、そんなもん届くはずもない。哀れ妹の命はあと数日
明葉	が、そこでまた運命ってのは面白い事件を起こす。よりにもよって、あの嫌われ者の姉が、そこで星座の力に目ざめたのさ。あらゆるものを直すという、恐れ多い力にな
明葉	その力で妹は救われ、嫌われものだった姉は、その力で一躍人気者に。ああ、なんというハッピーエンドか。ここで終わっていたならば
明葉	誰かに好かれることに慣れていなかったその姉は調子に乗った。その力であらゆるものを直して治してなおしまくった。頼まれれば地球の裏側だって飛んでった
明葉	だがな、そんな姉のもと、ある日二つの依頼が飛び込む。どちらも一刻を争う状態にも関わらず、よりにもよって東と西の正反対
明葉	姉は東を選んだ。そして、そいつを治したらすぐに西へ向かう。必ず間に合う。間に合わせてみせる。そう決意して
明葉	だがま、やっぱ運命ってのは捻くれている。西の患者は間に合わなかった
明葉	東の患者の家族にはもてはやされる一方、西の患者の家族からは、冷たい一言
明葉	姉は初めて知ったのさ。自分がうぬぼれていたこと。すべてを救うなんてできないってこと。自分がどれだけ不平等だったのかってこと
明葉	一人を救うために、他の一人を犠牲にしていること。人はいつも、そんな選択の中を生きているんだっていうこと
明葉	その日から姉は、私情で力を振るうことをやめた。上からの命令により治さねばならない人だけを救うことにした
明葉	それがどんなに辛い決断であろうとも、すべての人に、公正であるために
明葉	はい、悲しいお話でした、おしまい
蒼	あの、そのお姉さんっていうのは……？
明葉	そこはまあ気にするな。つまり私がいいたいのは、人生ってのは不平等。命ってのはいつもハッピーエンドになるようにはできていないってことだ
明葉	だからこそ、その運命をねじ曲げるには、外部からの特別な力がいる
主人公	明葉は立ち上がると、蒼の目を見た。真剣に。
明葉	借りをね、返しにきた
蒼	借り？　あの、私何か貸してましたっけ？
明葉	子ネズミちゃんに、じゃないのさ。あの変わり者の子馬ちゃん達への借りだ
明葉	あいつら、全員が全員大穴に賭けてな、しかも勝っていったのさ。とてもじゃないがそこらの高級料理店でおごるくらいじゃ到底足りない
明葉	どうやって払うか色々考えたんだが……ま、この辺が妥当だろうってことだ
明葉	だからまあ、これは私の意思じゃない。感謝するなら、あの子馬ちゃん達に、だ。忘れるな
主人公	蒼とソラ。訝しげな表情を浮かべる二人の前で、明葉は気楽に頷いた。
