大地	……えーと、その昴さんって人がいる場所って、ここ……？
主人公	なんか、凄い嫌な、というか、まさか、という予感がするんですけど……。
主人公	そんな僕の予感もなんのその、陽夏さんは真っ直ぐ校内へと入り、スタスタと歩いていく。
主人公	たどり着いた場所はやはりというべきだろうか、保健室。
陽夏	すばる～
主人公	陽夏さんは扉を開けると、そのまま迷うことなくそこにいる男性へと抱きついた。
昴	おやおや、どうかしましたか、陽夏さん
主人公	そんな陽夏さんを笑顔で迎え、しっかりと抱き締める昴先生。もはや確定、なその光景に、その場にいた星座以外の全員が凍りついた。
天音	えーと、あの、これって……
銀一郎	いや、まさかとは思うんだが……
皐月	陽夏さんの婚約者さんって……
魅流	おいおい、夢は寝てから見るものだぜ？　あたしはいつの間に寝たんだ？
彗	いや、それは違うよ魅流ちゃん。今オレ達が見ている陽夏さんはきっと本物じゃない。その証拠にほら、まるで女の子みたいだ
魅流	すごいな彗。今ほどお前の言葉に説得力を感じたことはないぜ
主人公	正直すぎるよ、魅流、彗。
輝夜	陽夏さんが普段どういう目で見られてるのかよく分かりますね……
星亜	まあ、気持ちは分かるけれどね……
七星	陽夏さん、昴さんの前では別人ですから……
空	まあ、これはこれで見てて面白いんだけど
主人公	どうやら星座チームな皆さんも、僕らと考えていることは同じみたいだ。まあ、普段の姿と比べてこれだけギャップがあれば、それも当然かもだけど。
陽夏	ごめんなさい、昴。私は裏切りものだ
昴	何を言うんですか。陽夏さんが私を裏切るなんてありえないということくらい、ちゃんと分かっていますよ
陽夏	でも、でも本当なんだ。私は……私は昴を裏切ってしまったんだ……
陽夏	私のものは昴のものなのに……それなのに私は……私はそれを守れなかった
陽夏	下劣で卑劣で卑怯な犯罪者に……私のパンツを……盗られてしまった……
昴	陽夏さん……
陽夏	ごめんなさいごめんなさいごめんなさい……だけど、だけど必ず取り返すから……取替えして、犯人に生まれたことを後悔させるから……
主人公	涙で喉を詰まらせながら、懸命に昴先生に語る陽夏さん。昴先生は、そんな陽夏さんの頭を撫でながら優しく答える。
昴	そういうことでしたか……大丈夫、大丈夫ですよ陽夏さん。私が欲しいのは、陽夏さんのその気持ちです
昴	陽夏さんは、自分が汚されようともその気持ちを決して曲げることなく私に捧げてくれている。私は決して陽夏さんを離したりしません
昴	ですから陽夏さんも、気にしなくていいんです。後悔させるだなんて、そんな恐ろしい言葉を使わないで下さい
主人公	けれどその昴先生の言葉に、陽夏さんは顔を上げて訴える。
陽夏	使うなって……そんな、昴は悔しくないのか！？　私のパンツを、どこの誰とも知らぬ男が頭から被ったり！　匂いを嗅いだり！　味を確かめたりしているんだぞ！！
昴	だからですよ。陽夏さんが本気になったら、一撃で天に昇ってしまうじゃないですか
昴	陽夏さんを辱めるような男に、そんな軽い罰で許されるわけがありません。もっと少しずつ少ーしずつ、皮を一枚一枚剥ぐように苦しめてやらないと
陽夏	昴……お前はそこまで私の事を考えてくれていたんだな……それに比べて私は……
陽夏	昴う、ごめんなさあい！！　私、昴を、昴を一瞬でも疑っちゃった！　お願いだから、嫌いにならないで！　捨てないでえ！！
昴	はは。私が陽夏さんを嫌いになれるわけないじゃないですか。私は自信がありますよ。あなたが私を愛している以上に、私があなたを愛しているって
陽夏	昴……
昴	陽夏さん……
陽夏	昴
昴	陽夏さん
陽夏	昴ぅ♪
昴	陽夏さん♪
皐月	なんだ、このカップル
主人公	今この場にいるすべての人の想いを、皐月が背負った。
陽夏	大地
大地	は、はいっ
陽夏	さっきも言ったが、分かってるな。どんな手を使っても構わん、多少のことは私の権限ですべてもみ消してやる
陽夏	だから、必ず犯人を連れてこい
大地	こ、国家権力有りですか……
陽夏	勘違いするな。これは国家権力などではない
陽夏	世界権力だ。一国程度の力ではないぞ
主人公	もっと酷くなってますって！
陽夏	ただし、一点だけさっきの言葉に追加だ。必ず生かして連れてこい。裁きは昴が行う
大地	えーと、七星さん、これ、有りなんですか……？
七星	その……有りにせざるを得ない、といったところかと……
陽夏	待っていてくれ昴！　必ずお前に捧げるぞ、私の想いを！
昴	ええ。私が陽夏さんを疑うなんて、砂粒一つほどの可能性もありません
陽夏	昴ぅ♪
昴	陽夏さん♪
主人公	……二人を見守るみんなの目は、どこまでも深い思いをこめたジト目だった。
主人公	もういいから今日は帰ろう……。
