主人公	ホロスコープの発動。それと同時に、周囲の風景が巻き戻しでもしたみたいに変化する。
空	どいてっ
主人公	そして、あの時聞いた声が蘇った。うん、成功したみたいだ。
主人公	人混みの中、周りの通行人を払いのけるようにして走ってくる空。さっきとまったく同じ光景。
主人公	うん、間違いない。どこかに隠れているのか黒猫の姿を見つけることはできそうにないけれど、少なくともこれで証明できたと思う。
主人公	今まで見つけられなかった以上、空と黒猫と僕が同じタイミングで同じ場所にいたことはなかったはず。
主人公	もしあったとすれば、それはさっき空が追いかけていたあの時だけ。
主人公	そして実際、黒猫をキーワードにいれてみて、ホロスコープが成功した。それは、ここにその黒猫がいたっていうこと。
主人公	そう思ってカマをかけてみたんだけれど、大成功だったみたいだ。
銀一郎	これでキマリだな
天音	ええ。どこに隠れてるのか分からないけど、この映像の中に見えなくても、この場所にいたっていうことだけは確定よ
大地	他のみんなにも連絡を取って、空を捜してもらおう。そこに黒猫もいる
主人公	僕達は携帯で他のみんなに連絡を取りながら、空の向かっていった方向に走り出した。
