主人公	ノートの起こした聖戦から、もう一週間が過ぎていた。
主人公	一度大暴れしてしまったせいなのか、あれからこの学園世界は落ち着いている。
主人公	まあ、考えてみれば当然か。聖戦の名の下に剣を振るった神族が、どんな顔をして魔族を見下せというのか。
主人公	魔界と神界の関係は、思ったほど悪くはなっていない。
主人公	魔族による魔剣開発と神族の死亡は、ノートという同じようなカウンター兵器の存在と、学園長の死によって痛み分けとなった。
主人公	無論、魔族のトップを殺されたのだ。魔界側の追求は相当なものがあった。
主人公	だがこれは、神族第一王女ノート＝ルゥムの暴走によるものであり、母であるルアンさん自らの手で処罰されたという発表により、魔界側も渋々ではあるが引き下がった。
主人公	やはり、魔族上層部も、学園長の反対を押し切って魔剣を残していたことは突っ込まれたくないみたいだ。
主人公	もっとも、ルアンさんとヴェル、二人の少々強引な話し合いよるところが大きいのだけれど。
主人公	また、ノートはミリオさんにもその刃を向けていたらしい。重症ではあったけれど、なんとか命は取り留めた。
主人公	今にして思えば、これもきっとノートの計画だったんだろう。
主人公	ミリオさんが、神界においてどれほど重要な存在かは、魔族側にも知られている。
主人公	その重鎮にまで刃を向けていたとなれば、魔族側としてもノートの独断による行動だった、と考えざるをえない。
主人公	結果として、魔界と神界のバランスは元に戻ったと言っていい。
主人公	ノートは多くの血を流したけれど、それ以上に多くの人達を救ったことになる。
主人公	本当に大したもんだよ。ノート。
ウルル	にいさま、みなさん、おはようございます
オペラ	おはようございます、みなさん
姫	おはよう、ウルル、オペラさん
ヴェル	おはよう。こんな所で立ち止まって、どうかしたの？
紅	あれじゃないのか？
主人公	紅の指摘に、俺達は振り返る。
主人公	そこには、笑顔でクラスメイト達と登校するアミアの姿があった。
姫	少しは元気になったのかな
紅	どうだろうな……アミアは特にノートに懐いてたし
ヴェル	だけど、強がりでも笑えるのなら、それはいいことよ。何もできないよりずっと、ね
主人公	それは、自分に言い聞かせているのかもしれない。
主人公	あの日の夜、ヴェルは泣いた。俺の胸に顔を埋めて、ただただ泣き続けた。
主人公	だけど、今はもうこうして笑っている。家族を失った痛みがこんなに速く癒えるはずがない。一生懸命に強がってるんだろう。
姫	それができる子はさ、強いよ、本当に
主人公	俺は、ぽん、とヴェルの頭に手を置くと笑いかける。
ヴェル	ヒメ……うん
主人公	そしてヴェルも、そんな俺に笑ってくれた。
デイル	ま、それはそれでいいけども、もう行かないとまずいことになるんでないかい？
姫	え……うわ、もうこんな時間か！　やばっ
姫	って、デイル！　どこから出てきた！？
デイル	いやあ、昨日は女の子とデートでさあ、ちょおっとばかし夜更かししてたらまあ
紅	同情の余地、全くなし、だな
ヴェル	さいってー……
ウルル	デイルさん、不潔です
オペラ	不潔は消毒だあっ！　ですよ
デイル	相変わらず俺様には冷たいよなあ、このガールズは。ま、そういうわけだから、俺様は先に行く。んじゃねー
主人公	シュタッ、と手をあげ、猛スピードで走り出すデイル。挨拶だけか。
ウルル	アミアちゃんも、もう行っちゃったみたいですね。ウルルたちも、急ぎましょう
主人公	俺達は、大慌てで橋の門をくぐり、学園内へと飛び込んだ。もう他の生徒の姿は見当たらない。どうやら俺達が最後のようだ。
？	もう。おっそーい！
ヴェル	きゃああっ！
主人公	その瞬間、小さな銀色の風が、ヴェルのスカートを思い切りめくり上げる。
ヴェル	な、な、な、何してるのよ、アミア！！
アミア	えっへん。お兄ちゃんにサービス。よく見えた？
主人公	ニッコリ笑って尋ねて来るアミアに、俺は力強く頷いた。
姫	いや、それはもう
ヴェル	も、もうっ。ヒメなら、二人きりの時に言ってくれればもう……
紅	アミア、ひょっとして今のをするためにずっと待ってたのか？
アミア	うん。それとね、元気表明
アミア	心配かけちゃってごめんなさい。アミア＝ルゥム、今日から元気に復活だよ
姫	……もういいのか……？　まだ寂しいんじゃ……
アミア	寂しいよ、もちろん！　当然！　当たり前！　大好きなお姉ちゃんがいなくなったんだもん
アミア	だけどね、笑えるよ。お姉ちゃんの楽しそうな笑顔思い出して、ちゃんと笑える
アミア	お兄ちゃん、みんな、ありがとうね
アミア	あのままだったらきっと、お姉ちゃんの辛そうな顔しか思い出せなくなってた
アミア	でも、今はもう笑えるから。お姉ちゃんの、笑った顔を思い出せるから
ウルル	アミアちゃん……
オペラ	成長されましたね、アミアさま。ウルルさま、これは本当にうかうかしていられませんよ。妹キャラの座、なんとしてでも死守しませんと
ウルル	えええ、ウルル、やっぱりそういう立場なの！？
アミア	すきありー！
ヴェル	こ、こらあっ！！
主人公	そして再びめくれ上がるヴェルのスカート。
主人公	その、いつしか見たような光景に、みんなが笑ってた。
主人公	辛いのを越え、悲しいのを越え、寂しいのを越え。みんな、思い出を胸に笑っていた。
主人公	トリニティは大きな損失を被ったけれど、それでも今まで通り、だけど少しだけ違った時間が流れていく。
主人公	明日も。そしてその明日も。
