主人公	キーワードを使った瞬間、ホロスコープが輝き始め、再生が始まる。
星亜	やったじゃない、成功みたいね
主人公	どうやら今日の午前中の映像みたいだ。駅前にまるで壁みたいな人だかりが出来ている。どうやらあの中に白鳥さんがいるみたいだ。
空	ほんと凄い人だかり。この中からあの黒猫を捜し出すわけ？
大地	再生された以上は、ここのどこかにいるはずなんだけどね
主人公	僕達は目を凝らしながら、目の前の映像内にいるはずの黒猫を必死に捜す。
主人公	あのキーワードで再生された以上、必ずこの場所のどこかにいるはずだ。それを見逃すわけにはいかない。
空	いた！
星亜	見つけたわ！
主人公	空と星亜が、二人同時に声を上げた。
主人公	互いに、反対方向を向きながら。
大地	あれ？
主人公	そこに、確かに黒猫の姿はあった。間違いなく尻尾も白い。
大地	先端どころか真っ白ですねえ。尻尾
大地	で、こっちは白ブチ模様、と
主人公	というか、そもそも、二匹いるんですけど……。
大地	やっぱり、ただ白鳥さんがいたタイミングじゃだめかあ
星亜	そうね。もう少し絞る必要、あるみたい
空	それに、本命を直接示してない『尾の白い猫』じゃあ、やっぱり広すぎるみたいね
星亜	まあ、運がよければもうちょっと絞るくらいで当たるんじゃないかしら
大地	もうちょっとかあ。どんな組み合わせで絞ればいいのかなあ……
主人公	キーワードの組み合わせによっては、まったくの大ハズレもありうるわけで。やっぱり難しいなあ、ホロスコープツリーは。
主人公	キーワードを使った瞬間、ホロスコープが輝き始め、再生が始まる。
星亜	やったじゃない、成功みたいね
星亜	……とでも言って欲しかったのかしら？
空	このホロスコープが間違いだっていうのは、充分に承知してるわよね？
大地	……すみません。ちょっぴりお茶目がしたかっただけなんです
星亜	なんていうか……橘くんねえ、としか言えないわ……
空	はい退場
主人公	出直してきます……。
