主人公	もしかしたら教室に戻っているかもしれないし、一度教室に戻ってみるのもいいかもしれない。そう思って戻ってきた教室には、やっぱり空の姿はなかった。
主人公	その代わり、
主人公	このクラスには珍しい娘さん達がいた。
大地	皐月？　なんでここに
皐月	お兄ちゃんを捜してたら、本当に出会えちゃいました♪
輝夜	あの、私たちが捜してるのは空さんだったんじゃあ……
皐月	あ、そうでしたごめんなさい。ついいつものクセで
主人公	えへ、と舌を出して恥ずかしがる皐月。こういう間違いを素でやれてしまえるのが、我が妹の怖いところだと思う。
女子学生	やっぱり皐月ちゃんよねー
男子学生	皐月ちゃんだよな。この兄妹はやっぱりこうでなくっちゃ
主人公	そしてそんな皐月をすっかり受け入れてしまっているみんながまたねえ。
輝夜	皐月さんは、橘先輩のこと大好きなんですね
皐月	はい。もちろんですっ
女子学生	大好きどころか、お嫁入りするんでしょ？
男子学生	いや、俺はとっくに籍入れてるって聞いたぞ
主人公	困るなあ、みんな。そんな根も葉もあるとはいえただの噂を、そんな誇張されたら。
皐月	そんな、さすがにまだですよぉ
主人公	『まだ』しか否定無し！？
女子学生	ほんと！？　あらら、皐月ちゃん狙いの男子壊滅かあ
男子学生	皐月ちゃん落とすには相当な奇跡的要因が必要だからなあ
女子学生	一つ、実の兄でなければいけない
男子学生	一つ、その兄が近親相姦どんとこいでなければいけない
大地	お待ちになって、そこ！　いつの間にやら僕の人格が一人歩きしてません！？
女子学生Ａ	求めるレベル、高いわよねえ
皐月	そんなことありませんよ。私、男の人にそんな色々求めません
主人公	一人歩きが世界の真実みたいになってます！　というか皐月ちゃん？　お兄ちゃん、今の否定してほしいなあ、やっぱり。
皐月	だって、求めるっていうことは、自分も同じように求められるってことじゃないですか。私、欠点だらけですし
主人公	と、たった一つの欠点以外、すべてが長所の娘さんが申しています。
皐月	私が求めるとしたら二つだけです。一番でなくてもいいから私を大切にして欲しいということと……
皐月	お兄ちゃんが一緒でもいいって言ってくれること
男女学生	それ、他の何望むより難題だから！
輝夜	さ、皐月さん……
大地	……えーと、まあこういう困ったちゃんな妹なんで、色々とよろしく
輝夜	が、頑張りたいと思います……
主人公	その笑顔の横を流れる一筋の汗を、僕は見逃さなかった。いやまあ、気持ちは分かるけど。
大地	ま、まあとりあえず、空もいないみたいなんで僕は行くよ
皐月	はい、頑張って下さいね、お兄ちゃん
輝夜	私たちも、もう少し待ってみて空さんがいらっしゃらないようでしたら移動しますね
大地	うん、よろしく
主人公	僕は、二人に軽く手を振ると、教室を出ていった。
大地	皐月、愛してる！！
皐月	私もです、お兄ちゃん！
大地	……やるね皐月。まさか今のをこうもたやすく返してくるなんて
皐月	お兄ちゃんへの愛情は、いつでも全開抜かり無し、ですから♪
輝夜	な、仲睦まじい兄妹さんですよね……？
主人公	どうやら、もう僕達兄妹との付き合い方をマスター始めているらしい。さすがは星座候補だ。
大地	それじゃあ、また他の所見てくるんで、二人ともよろしくー
皐月	はい。行ってらっしゃい、お兄ちゃん
輝夜	頑張って下さい、大地先輩
